chainId,vault,wallet,tac-period1-9s-fs-eth
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x27287A4595eD7d296a0A352F3450Ab7127B1A7E0,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xd408c5ddcbf297dcaa745009277007429719e205,359.87443732843946
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xac2eea2e32af733c4e7e3564422447dc7c5c938d,363.2010478034069
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xb28c222de46c6823cd2955708f4696cdf26ed9bd,178.56485063446095
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xb853ceb4d30ebfc30924db42d90111d51662bb8a,62906.5791840101
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x27287a4595ed7d296a0a352f3450ab7127b1a7e0,4179.508521536415
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0000000000000000000000000000000000000000,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xfb861aee2201ae6a3704a94369d28549d9493848,17.84499467636656
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x8fa4f2d62457bade5eee9206c5fb1c20471b0ea5,35.704331771235104
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x1da8aa5bb6fe6816fc19925772edd543641bddb2,70.34586426933781
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x15ae010dffec19729a410b82d51337b385a96b95,630.0541535916378
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x8a3c47ba812d2719de4d3105e86293e314a6ab71,75.83195475582883
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xc8029a56ddc5bc198524c68cd5f4ccc80bf32a9a,3714.1556658395793
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x8f8d336e68796145d3b17a7f405de90c2a6d5857,1855.9701727434892
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xbbbc1f6be7a36f9b49f807ae24ed7ebab34d82ce,1769.9765037681843
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xb1f3bae5ed052cb8ebba6d608531c5ebba75bd47,35.39953007536353
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x8c764831408d9ad7198bbaa93f3072ad95d642db,176977.35368394872
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xdafca7a5e3b67b8f36c1fdd7691ed85bbb54cc18,1184465.9274030859
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xb6fddbee2db57bdbdc0e797be1e55996b37282d0,21302.03555688945
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xf5877c5aad07822879f710d5e13872e6fb1b8708,6443.991777505095
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xf095731c807a08009099b0a3eba61fa2cf09b10b,29.750688038319073
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xdc7aa225964267c7e0efb35f4931426209e90312,3523.3735799770234
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xe9e9e5be064e4692edfec7999af9d948208361c7,5641.780228593863
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x103224e85be4f028237e0710f67cc88804338855,29620.248793347495
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xaf6f2ccee2178cf9d34c3584d4da5a35b6ead463,2118.123302906543
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0494f503912c101bfd76b88e4f5d8a33de284d1a,171.1923232546363
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x78c1e03b26faf17019255dccdd9c04203494f420,3174.6722181780897
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x31cf759abafa0128cf09ab8d77ad488bcc98c439,712.8559553022307
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xa0a06c7118cba5fbe03f1c8b4f8b635c96733796,5879.637782615318
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0f095420e257eeda4dc4bb883d9055c2494bc0f8,248.77667179798522
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xc0b53221a7dbcbce68441c26ea4da73266d6bc20,15867.09890585172
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x9324cb8c93d83a94978353e7c9c42f6d72d9ed96,4265.612135756954
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x78df42c7097bc36fe37db7f60937740b51250a12,3.5698524147634833e-16
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xd3f6a6bd18e8a9af2583c6e8a23e79e49b9f2dc5,3.5698524147634833e-16
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x6b226af5f1192b5de9e81c652acf8240bae6dbdb,0.004281427598293758
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x908cf58aaa034f485d183537d3c7df6ae98815d9,175.5472844789962
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x8b371f753584c276845f59179d9687c3ec4026a0,984.1383527747091
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0971b1beace3e464414905d96323e207264be779,3.5698524147634833e-16
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0eafe877663ba95095db47a9736fd345ffdf6a65,3510.9456895797102
