timestamp,points
1744603451,0
1748015999,2942569.56
1748102399,3048972.72
1748188787,3154036.56
1748275187,3259050.07
1748361599,3373033.99
1748447987,3486470.86
1748534387,3601030.62
1748620799,3713499.3
1748707187,3822480.62
1748793587,3930465.93
1748879987,4038552.7
1748966387,4149305.95
1749052787,4261452.74
1749139187,4373873
