timestamp,amount
1737091530,0.00
1737387371,1188033320.00
1737387911,1188033320.00
1737392387,1188033320.00
1737471587,1400926546.00
1737477959,1400926546.00
1737478787,1400926546.00
1737557987,1613819773.00
1737565187,1613819773.00
1737626015,1826713000.00
1737644387,1826713000.00
1737651587,1826713000.00
1737708023,1991400722.00
1737708095,1991400722.00
1737730787,1991400722.00
1737733355,1991400722.00
1737737987,1991400722.00
1737803975,2332849181.00
1737805499,2332849181.00
1737815819,2332849181.00
1737817187,2332849181.00
1737823475,2332849181.00
1737823679,2332849181.00
1737824387,2332849181.00
1737824735,2332849181.00
1737903587,2587913375.00
1737904211,2587913375.00
1737909899,2587913375.00
1737910787,2587913375.00
1737964703,2842977570.00
1738057259,3098041765.00
1738058291,3098041765.00
1738062827,3098041765.00
1738073435,3098041765.00
1738076387,3098041765.00
1738083587,3098041765.00
1738149227,3353105960.00
1738162787,3353105960.00
1738169987,3353105960.00
1738174571,3353105960.00
1738223687,3608170155.00
1738229999,3608170155.00
1738249187,3608170155.00
1738256399,3608170155.00
1738271435,3608170155.00
1738315043,3891700369.00
1738319051,3891700369.00
1738319495,3891700369.00
1738323491,3891700369.00
1738335587,3891700369.00
1738342787,3891700369.00
1738421987,4209130268.00
1738426031,4209130268.00
1738429187,4209130268.00
1738508387,4526560167.00
1738515587,4526560167.00
1738522943,4526560167.00
1738524383,4526560167.00
1738566791,4843986635.00
1738571291,4843990067.00
1738584239,4843990067.00
1738584587,4843990067.00
1738594439,4843990067.00
1738594787,4843990067.00
1738601987,4843990067.00
1738668863,5161419967.00
1738681187,5161419967.00
1738684127,5161419967.00
1738688387,5161419967.00
1738749779,5478849867.00
1738751399,5478849867.00
1738760591,5478849867.00
1738762439,5478849867.00
1738762487,5478849867.00
1738767587,5478849867.00
1738774787,5478849867.00
1738776587,5478849867.00
1738787195,5478849867.00
1738787495,5478849867.00
1738853987,5796279767.00
1738923911,6113709667.00
1738940387,6113709667.00
1738941563,6113709667.00
1738941743,6113709667.00
1738942163,6113709667.00
1739026787,6431139567.00
