chainId,vault,wallet,expected,actual,diff
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x42921bbc66d491e19183cedb4e5f8c6db5f321a8,0.1847122616,0.1567845879,-0.02792767365
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xec39e27bed0d40c5bfdd8203665c0e85f18e11fb,0.1956766581,0.1660883296,-0.02958832843
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x9656277a8a44a7564401a20c33f14ce9d62abf25,0.2047599878,0.1738006187,-0.03095936907
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x9be2c38856649afb1ae850d4a18e3708fc2376a8,0.2234258682,0.1896380058,-0.03378786242
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x1e2d74815a011d43acab02a468f3021f0f1a9645,0.2292792885,0.1946095381,-0.03466975045
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7682ae0d7ae5782f3b016bdc663a39f7e6aae502,0.2516477769,0.2135905426,-0.03805723438
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xf7ce23e950d7ae6f56ee6dd245446c548cf8eafa,0.2865285715,0.2436751162,-0.04285345528
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x1040db01382bb28e415a3c710c7913bf995521db,0.2951069831,0.2504812581,-0.04462572506
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb9680b9fffa42f4b8c50d73ac42f885a2bb985c3,0.3051267818,0.2589861229,-0.04614065894
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x0984fd7968229bbfc983edaaabd4ebce063fc9ec,0.3165253601,0.2686565493,-0.04786881077
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x78262c9680ff0b15484d78c413aa209620320848,0.3293223409,0.2795236811,-0.04979865978
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4a2d30c7b9f7907d580f9a1902d42dd78b21f0d2,0.4170239597,0.3539584137,-0.06306554599
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xd8a3eb1e6ee1491d06dc8a3b2d1e56dde788c009,0.42440339,0.3602292212,-0.06417416883
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb3a9a9658ac09ec185c161786e3cbb802de4ccb5,0.4753054441,0.4034228223,-0.07188262178
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4441d41ff545a49668ee77a78b196c27dc2dd109,0.4852801096,0.4118901552,-0.07338995437
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x16e667c33687cbb2a92eafe52bc5b9a6dab638a8,0.5042948707,0.4280360034,-0.07625886724
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x632851692951799c2a054e3d83d01c89ce8d2452,0.5042948707,0.4280360034,-0.07625886724
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb8b33e82323758cd5ce22ad9507b3ded8a739037,0.5078865316,0.4310845377,-0.0768019939
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xcd3a443d70a860310ab7de77380a66b7f554dfa3,0.5078865316,0.4310845377,-0.0768019939
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xc05d257229d8809eee387f9dfd2ae48e37611fc3,0.5100681747,0.4329362754,-0.07713189938
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x420fc8c5b37b27d2ce843a4a5d7eb91753545173,0.5111137205,0.433823715,-0.07729000556
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xc693b4ffb338579467a541b2bf267b1955870920,0.5115194068,0.4341720363,-0.07734737054
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xce44e61bbd687bfffe1bf29704a73eb0c203664b,0.5162182294,0.4381563261,-0.07806190328
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x48cf1cba8cd942818aab23f1af48470020138891,0.6217904513,0.5277768297,-0.09401362165
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7f812a524e72461b4aa20f3146a0b3c50271efbf,0.6652760776,0.5646917781,-0.1005842996
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xd4926b13294f30c248eb48006c00be75cc3bcbd6,0.8430450443,0.7155744291,-0.1274706152
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x74f7d8e0b8f3151b1bd0726bd4cc7c7b06e06c92,0.8925293813,0.7575673177,-0.1349620636
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xf05454c3d16090b652cf5389c9ee520cec477e5e,0.9098706726,0.7723056716,-0.137565001
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xff2a58bd8f275ad976655a0225645dfb25fca640,0.9264373431,0.7863504638,-0.1400868793
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x570d17966ff2c66d55b62097e5f75b5501bbbc4f,0.932413537,0.7914164926,-0.1409970444
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x11d67fa925877813b744abc0917900c2b1d6eb81,0.9332786571,0.7921543617,-0.1411242954
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x6143821f107559c2be6084bc425896089a895a1c,0.9909551709,0.8411308572,-0.1498243137
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x719a143654a0c4621f49fa77077800ef3f5c3b40,1.077208514,0.9143390736,-0.1628694407
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x84dab457fc08a59cbe56438d5def64f6c47c1d58,1.096024194,0.9303038273,-0.1657203669
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x04b8944a978b8c1bd44a7000fcf4b89bf1d191bf,1.112745479,0.9444774385,-0.1682680406
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x64b7fcc8c17540139bdd84d00c7261035602cb66,1.125845003,0.9555960679,-0.1702489349
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xa712b4b40f21867ccefcb4000db3bb31c68d9d26,1.306661414,1.112311843,-0.1943495716
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4e012ea6a13b6496d367a9a7e54e0f5e9d23ec95,1.286710721,1.092163057,-0.1945476636
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x0cfab7c33daef6f95a8dfc36c7480db676f51daa,1.294437437,1.098780134,-0.195657303
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x3aa6605d87f611e43ad0a64740d6bef9b80fcd2c,1.40142418,1.189526584,-0.2118975964
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x186b12ceaf08fde22e32647fcc800e45876f5bd0,1.41544172,1.201401774,-0.2140399463
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x3f4bef3311893aaa5847a16a7d8cebb74279983c,1.508560672,1.280454681,-0.228105991
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7df73e27e6df1d34cbdcbc0f31002f83312d4f54,1.533075133,1.301263913,-0.2318112206
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x564cc021b1eeeac8ee1534a7c5b3a51cc9439c76,1.560980227,1.324916883,-0.2360633436
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x5b0493915b7dbbc02dab42d0fdf9cbd4f73857f8,1.594164083,1.353128638,-0.2410354443
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4a9ae3ba9453770dd11f790ba4ac7e630a59f2b9,1.616255188,1.371853035,-0.2444021531
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x8ec30f0251ee743acdcd1f9bc2dc605b731ba821,1.6229117,1.377524834,-0.2453868667
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xd360ecb91406717ad13c4fae757b69b417e2af6b,2.532278837,2.149404175,-0.3828746612
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x037e6e052153c739a60321669cc204aa391a7bc5,2.751708077,2.335598073,-0.4161100045
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x095cbf84f149f12ce5625ea023ad0133cd84a503,3.694760069,3.136117365,-0.5586427046
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xad3a45b38801a55a9b53d5ec99a829243c5b62da,3.811920739,3.235568617,-0.5763521227
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x85db62fdfa9ee6050f8b422f74d75d2069da102b,5.265134903,4.468992029,-0.7961428745
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7b8cfa6c487faf86c28fcfc39468b870ce08089c,5.653746275,4.808406336,-0.8453399392
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x46b0b0e9fc24405ed8833cc53324c7fca0100c9c,5.64871409,4.794494767,-0.8542193229
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xe87a10d5b212d169ccbc9a50cf5e23dd3da27cb6,6.965269544,5.912219283,-1.053050262
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xea2dec40b72604a4f9c6d9fa608b8643accdc25a,7.19315115,6.105216441,-1.087934709
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xa99f34e1f1999842bea25542b7a156bd8fe21dd1,9.226617464,7.831639358,-1.394978107
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x2f7248a0bd486426b454e3dcb94303b58e84f09e,9.97603981,8.468119879,-1.507919931
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb1e64c41038f91057689ba1df1b26aad3ac428dc,11.34155974,9.626276153,-1.715283585
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x2d54b97bfd722ce2d665945ac06d29698939c450,13.34185589,11.32421669,-2.017639206
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x127a15928df8ef50692660ee52997faf4fdff0d0,30.34066704,25.75234595,-4.58832109
