timestamp, amount
1759808927,60.965
1759812527,61.2
1759816127,61.436
1759819727,61.671
1759823327,61.906
1759826927,62.142
1759830527,62.377
1759834127,62.613
1759837727,62.848
1759841327,63.083
1759844927,63.319
1759848527,63.554
1759852127,63.789
1759855727,64.025
1759859327,64.26
1759862927,64.496
1759866527,64.731
1759870127,64.966
1759873727,65.202
1759877327,65.437
1759880927,65.673
1759884527,65.908
1759888127,66.143
1759891727,66.379
1759895327,66.614
1759898927,66.849
1759902527,67.085
1759906127,67.32
1759909727,67.556
1759913327,67.791
1759916927,68.026
1759920527,68.262
1759924127,68.497
1759927727,68.733
1759931327,68.968
1759934927,69.203
1759938527,69.439
1759942127,69.674
1759945727,69.909
1759949327,70.145
1759952927,70.38
1759956527,70.616
1759960127,70.851
1759963727,71.086
1759967327,71.322
1759970927,71.557
1759974527,71.793
1759978127,72.028
1759981727,72.263
1759985327,72.499
1759988927,72.734
1759992527,72.969
1759996127,73.205
1759999727,73.44
1760003327,73.676
1760006927,73.911
1760010527,74.146
1760014127,74.382
1760017727,74.617
1760021327,74.853
1760024927,75.088
1760028527,75.323
1760032127,75.559
1760035727,75.794
1760039327,76.029
1760042927,76.265
1760046527,76.5
1760050127,76.736
1760053727,76.971
1760057327,77.206
1760060927,77.442
1760064527,77.677
1760068127,77.913
1760071727,78.148
1760075327,78.383
1760078927,78.619
1760082527,78.854
1760086127,79.089
1760089727,79.325
1760093327,79.56
1760096927,79.796
1760100527,80.031
1760104127,80.266
1760107727,80.502
1760111327,80.737
1760114927,80.973
1760118527,81.208
1760122127,81.443
1760125727,81.679
1760129327,81.914
1760132927,82.149
1760136527,82.385
1760140127,82.62
1760143727,82.856
1760147327,83.091
1760150927,83.326
1760154527,83.562
1760158127,83.797
1760161727,84.033
1760165327,84.268
1760168927,84.503
1760172527,84.739
1760176127,84.974
1760179727,85.21
1760183327,85.445
1760186927,85.68
1760190527,85.916
1760194127,86.151
1760197727,86.386
1760201327,86.622
1760204927,86.857
1760208527,87.093
1760212127,87.328
1760215727,87.563
1760219327,87.799
1760222927,88.034
1760226527,88.27
1760230127,88.505
1760233727,88.74
1760237327,88.976
1760240927,89.211
1760244527,89.446
1760248127,89.682
1760251727,89.917
1760255327,90.153
1760258927,90.388
1760262527,90.623
1760266127,90.859
1760269727,91.094
1760273327,91.33
1760276927,91.565
1760280527,91.8
1760284127,92.036
1760287727,92.271
1760291327,92.506
1760294927,92.742
1760298527,92.977
1760302127,93.213
1760305727,93.448
1760309327,93.683
1760312927,93.919
1760316527,94.154
1760320127,94.39
1760323727,94.625
1760327327,94.86
1760330927,95.096
1760334527,95.331
1760338127,95.566
1760341727,95.802
1760345327,96.037
1760348927,96.273
1760352527,96.508
1760356127,96.743
1760359727,96.979
1760363327,97.214
1760366927,97.45
1760370527,97.685
1760374127,97.92
1760377727,98.156
1760381327,98.391
1760384927,98.626
1760388527,98.862
1760392127,99.097
1760395727,99.333
1760399327,99.568
1760402927,99.803
1760406527,100.039
1760410127,100.274
1760413727,100.51
1760417327,100.745
1760420927,100.98
1760424527,101.216
1760428127,101.451
1760431727,101.686
1760435327,101.922
1760438927,102.157
1760442527,102.393
1760446127,102.628
1760449727,102.863
1760453327,103.099
1760456927,103.334
1760460527,103.57
1760464127,103.805
1760467727,104.04
1760471327,104.276
1760474927,104.511
1760478527,104.746
1760482127,104.982
1760485727,105.217
1760489327,105.453
1760492927,105.688
1760496527,105.923
1760500127,106.159
1760503727,106.394
1760507327,106.63
1760510927,106.865
1760514527,107.1
1760518127,107.336
1760521727,107.571
1760525327,107.807
1760528927,108.042
1760532527,108.277
1760536127,108.513
1760539727,108.748
1760543327,108.983
1760546927,109.219
1760550527,109.454
1760554127,109.69
1760557727,109.925
1760561327,110.16
1760564927,110.396
1760568527,110.631
1760572127,110.867
1760575727,111.102
1760579327,111.337
1760582927,111.573
1760586527,111.808
1760590127,112.043
1760593727,112.279
1760597327,112.514
1760600927,112.75
1760604527,112.985
1760608127,113.22
1760611727,113.456
1760615327,113.691
1760618927,113.927
1760622527,114.162
1760626127,114.397
1760629727,114.633
1760633327,114.868
1760636927,115.103
1760640527,115.339
1760644127,115.574
1760647727,115.81
1760651327,116.045
1760654927,116.28
1760658527,116.516
1760662127,116.751
1760665727,116.987
1760669327,117.222
1760672927,117.457
1760676527,117.693
1760680127,117.928
1760683727,118.163
1760687327,118.399
1760690927,118.634
1760694527,118.87
1760698127,119.105
1760701727,119.34
1760705327,119.576
1760708927,119.811
1760712527,120.047
1760716127,120.282
1760719727,120.517
1760723327,120.753
1760726927,120.988
1760730527,121.223
1760734127,121.459
1760737727,121.694
1760741327,121.93
1760744927,122.165
1760748527,122.4
1760752127,122.636
1760755727,122.871
1760759327,123.107
1760762927,123.342
1760766527,123.577
1760770127,123.813
1760773727,124.048
1760777327,124.283
1760780927,124.519
1760784527,124.754
1760788127,124.99
1760791727,125.225
1760795327,125.46
1760798927,125.696
1760802527,125.931
1760806127,126.167
1760809727,126.402
1760813327,126.637
1760816927,126.873
1760820527,127.108
1760824127,127.343
1760827727,127.579
1760831327,127.814
1760834927,128.05
1760838527,128.285
1760842127,128.52
1760845727,128.756
1760849327,128.991
1760852927,129.227
1760856527,129.462
1760860127,129.697
1760863727,129.933
1760867327,130.168
1760870927,130.403
1760874527,130.639
1760878127,130.874
1760881727,131.11
1760885327,131.345
1760888927,131.58
1760892527,131.816
1760896127,132.051
1760899727,132.287
1760903327,132.522
1760906927,132.757
1760910527,132.993
1760914127,133.228
1760917727,133.464
1760921327,133.699
1760924927,133.934
1760928527,134.17
1760932127,134.405
1760935727,134.64
1760939327,134.876
1760942927,135.111
1760946527,135.347
1760950127,135.582
1760953727,135.817
1760957327,136.053
1760960927,136.288
1760964527,136.524
1760968127,136.759
1760971727,136.994
1760975327,137.23
1760978927,137.465
1760982527,137.7
1760986127,137.936
1760989727,138.171
1760993327,138.407
1760996927,138.642
1761000527,138.877
1761004127,139.113
1761007727,139.348
1761011327,139.584
1761014927,139.819
1761018527,140.054
1761022127,140.29
1761025727,140.525
1761029327,140.76
1761032927,140.996
1761036527,141.231
1761040127,141.467
1761043727,141.702
1761047327,141.937
1761050927,142.173
1761054527,142.408
1761058127,142.644
1761061727,142.879
1761065327,143.114
1761068927,143.35
1761072527,143.585
1761076127,143.82
1761079727,144.056
1761083327,144.291
1761086927,144.527
1761090527,144.762
1761094127,144.997
1761097727,145.233
1761101327,145.468
1761104927,145.704
1761108527,145.939
1761112127,146.174
1761115727,146.41
1761119327,146.645
1761122927,146.88
1761126527,147.116
1761130127,147.351
1761133727,147.587
1761137327,147.822
1761140927,148.057
1761144527,148.293
1761148127,148.528
1761151727,148.764
1761155327,148.999
1761158927,149.234
1761162527,149.47
1761166127,149.705
1761169727,149.94
1761173327,150.176
1761176927,150.411
1761180527,150.647
1761184127,150.882
1761187727,151.117
1761191327,151.353
1761194927,151.588
1761198527,151.824
1761202127,152.059
1761205727,152.294
1761209327,152.53
1761212927,152.765
1761216527,153
1761220127,153.236
1761223727,153.471
1761227327,153.707
1761230927,153.942
1761234527,154.177
1761238127,154.413
1761241727,154.648
1761245327,154.884
1761248927,155.119
1761252527,155.354
1761256127,155.59
1761259727,155.825
1761263327,156.061
1761266927,156.296
1761270527,156.531
1761274127,156.767
1761277727,157.002
1761281327,157.237
1761284927,157.473
1761288527,157.708
1761292127,157.944
1761295727,158.179
1761299327,158.414
1761302927,158.65
1761306527,158.885
1761310127,159.121
1761313727,159.356
1761317327,159.591
1761320927,159.827
1761324527,160.062
1761328127,160.297
1761331727,160.533
1761335327,160.768
1761338927,161.004
1761342527,161.239
1761346127,161.474
1761349727,161.71
1761353327,161.945
1761356927,162.181
1761360527,162.416
1761364127,162.651
1761367727,162.887
1761371327,163.122
1761374927,163.357
1761378527,163.593
1761382127,163.828
1761385727,164.064
1761389327,164.299
1761392927,164.534
1761396527,164.77
1761400127,165.005
1761403727,165.241
1761407327,165.476
1761410927,165.711
1761414527,165.947
1761418127,166.182
1761421727,166.417
1761425327,166.653
1761428927,166.888
1761432527,167.124
1761436127,167.359
1761439727,167.594
1761443327,167.83
1761446927,168.065
1761450527,168.301
1761454127,168.536
1761457727,168.771
1761461327,169.007
1761464927,169.242
1761468527,169.477
1761472127,169.713
1761475727,169.948
1761479327,170.184
1761482927,170.419
1761486527,170.654
1761490127,170.89
1761493727,171.125
1761497327,171.361
1761500927,171.596
1761504527,171.831
1761508127,172.067
1761511727,172.302
1761515327,172.537
1761518927,172.773
1761522527,173.008
1761526127,173.244
1761529727,173.479
1761533327,173.714
1761536927,173.95
1761540527,174.185
1761544127,174.421
1761547727,174.656
1761551327,174.891
1761554927,175.127
1761558527,175.362
1761562127,175.597
1761565727,175.833
1761569327,176.068
1761572927,176.304
1761576527,176.539
1761580127,176.774
1761583727,177.01
1761587327,177.245
1761590927,177.481
1761594527,177.716
1761598127,177.951
1761601727,178.187
1761605327,178.422
1761608927,178.657
1761612527,178.893
1761616127,179.128
1761619727,179.364
1761623327,179.599
1761626927,179.834
1761630527,180.07
1761634127,180.305
1761637727,180.541
1761641327,180.776
1761644927,181.011
1761648527,181.247
1761652127,181.482
1761655727,181.718
1761659327,181.953
1761662927,182.188
1761666527,182.424
1761670127,182.659
1761673727,182.894
1761677327,183.13
1761680927,183.365
1761684527,183.601
1761688127,183.836
1761691727,184.071
1761695327,184.307
1761698927,184.542
1761702527,184.778
1761706127,185.013
1761709727,185.248
1761713327,185.484
1761716927,185.719
1761720527,185.954
1761724127,186.19
1761727727,186.425
1761731327,186.661
1761734927,186.896
1761738527,187.131
1761742127,187.367
1761745727,187.602
1761749327,187.838
1761752927,188.073
1761756527,188.308
1761760127,188.544
1761763727,188.779
1761767327,189.014
1761770927,189.25
1761774527,189.485
1761778127,189.721
1761781727,189.956
1761782400,190
